"ID","CountryCode","Year","GenderCode","TobaccoPrevalence","LifeExpectancy","Mortality","LowestPricEstTobacco","PremiumPricEstTobacco","MediumPriceEstTobacco","TotalTax","cost_mean","MediumPriceEstTobacco_who","AveragePrev","TobaccoPrevalence_who"
"NAM2000M","NAM",2000,"MLE",33.1,51.01,37.64,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2005B","NAM",2005,"BTSX",22.3,NA,29.66,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2005F","NAM",2005,"FMLE",13.7,NA,23.04,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2005M","NAM",2005,"MLE",30.8,NA,37.48,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2010B","NAM",2010,"BTSX",19.5,60.94,25.63,NA,NA,"26.95","0.46",NA,NA,NA,NA
"NAM2010F","NAM",2010,"FMLE",10.4,64.66,19.18,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2010M","NAM",2010,"MLE",28.5,57.25,33.33,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2015B","NAM",2015,"BTSX",17.1,62.87,24.72,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2015F","NAM",2015,"FMLE",7.9,66.22,19.94,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2015M","NAM",2015,"MLE",26.2,59.36,31.03,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2018B","NAM",2018,"BTSX",15.5,NA,22.76,NA,NA,"50","0.44",NA,NA,NA,NA
"NAM2018F","NAM",2018,"FMLE",6.7,NA,17.34,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2018M","NAM",2018,"MLE",25,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2019B","NAM",2019,"BTSX",15.5,64.58,22.62,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2019F","NAM",2019,"FMLE",6.3,68.45,17.34,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2019M","NAM",2019,"MLE",24.6,60.58,29.64,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2020B","NAM",2020,"BTSX",15.1,NA,NA,"30","60","60","0.42",NA,NA,NA,NA
"NAM2020F","NAM",2020,"FMLE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2020M","NAM",2020,"MLE",24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2023B","NAM",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2023F","NAM",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2023M","NAM",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2025B","NAM",2025,"BTSX",13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2025F","NAM",2025,"FMLE",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM2025M","NAM",2025,"MLE",22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER2000B","NER",2000,"BTSX",9.7,50.35,21.64,NA,NA,NA,NA,NA,NA,NA,NA
"NER2000F","NER",2000,"FMLE",2.9,50.99,22.37,NA,NA,NA,NA,NA,NA,NA,NA
"NER2000M","NER",2000,"MLE",16.4,49.73,20.83,NA,NA,NA,NA,NA,NA,NA,NA
"NER2005B","NER",2005,"BTSX",9,NA,21.79,NA,NA,NA,NA,NA,NA,NA,NA
"NER2005F","NER",2005,"FMLE",2.3,NA,22.24,NA,NA,NA,NA,NA,NA,NA,NA
"NER2005M","NER",2005,"MLE",15.6,NA,21.34,NA,NA,NA,NA,NA,NA,NA,NA
"NER2010B","NER",2010,"BTSX",8.4,58.95,21.35,NA,NA,"400","0.3",NA,NA,NA,NA
"NER2010F","NER",2010,"FMLE",1.8,60.19,21.5,NA,NA,NA,NA,NA,NA,NA,NA
"NER2010M","NER",2010,"MLE",14.9,57.77,21.23,NA,NA,NA,NA,NA,NA,NA,NA
"NER2015B","NER",2015,"BTSX",7.9,61.54,21.5,NA,NA,NA,NA,NA,NA,NA,NA
"NER2015F","NER",2015,"FMLE",1.4,62.86,21.74,NA,NA,NA,NA,NA,NA,NA,NA
"NER2015M","NER",2015,"MLE",14.4,60.28,21.27,NA,NA,NA,NA,NA,NA,NA,NA
"NER2018B","NER",2018,"BTSX",7.6,NA,21.15,NA,NA,"500","0.31",NA,NA,NA,NA
"NER2018F","NER",2018,"FMLE",1.2,NA,21.46,NA,NA,NA,NA,NA,NA,NA,NA
"NER2018M","NER",2018,"MLE",14,NA,20.81,NA,NA,NA,NA,NA,NA,NA,NA
"NER2019B","NER",2019,"BTSX",7.6,63.29,20.96,NA,NA,NA,NA,NA,NA,NA,NA
"NER2019F","NER",2019,"FMLE",1.2,64.56,21.34,NA,NA,NA,NA,NA,NA,NA,NA
"NER2019M","NER",2019,"MLE",13.9,62.06,20.55,NA,NA,NA,NA,NA,NA,NA,NA
"NER2020B","NER",2020,"BTSX",7.4,NA,NA,NA,NA,"500","0.32",NA,NA,NA,NA
"NER2020F","NER",2020,"FMLE",1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER2020M","NER",2020,"MLE",13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER2023B","NER",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER2023F","NER",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER2023M","NER",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER2025B","NER",2025,"BTSX",7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER2025F","NER",2025,"FMLE",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER2025M","NER",2025,"MLE",13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2000B","NGA",2000,"BTSX",9.3,53.63,21.92,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2000F","NGA",2000,"FMLE",1.9,55.17,21.46,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2000M","NGA",2000,"MLE",16.7,52.16,22.44,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2005B","NGA",2005,"BTSX",7.4,NA,20.74,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2005F","NGA",2005,"FMLE",1.4,NA,20.62,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2005M","NGA",2005,"MLE",13.4,NA,20.89,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2010B","NGA",2010,"BTSX",5.9,59.24,18.81,NA,NA,"200","0.21",NA,NA,NA,NA
"NGA2010F","NGA",2010,"FMLE",1,60.79,18.99,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2010M","NGA",2010,"MLE",10.7,57.75,18.65,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2015B","NGA",2015,"BTSX",4.7,61.16,17.82,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2015F","NGA",2015,"FMLE",0.7,62.8,18.34,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2015M","NGA",2015,"MLE",8.6,59.59,17.28,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2018B","NGA",2018,"BTSX",3.9,NA,17.08,NA,NA,"220","0.3",NA,NA,NA,NA
"NGA2018F","NGA",2018,"FMLE",0.6,NA,17.83,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2018M","NGA",2018,"MLE",7.5,NA,16.31,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2019B","NGA",2019,"BTSX",3.9,62.62,16.9,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2019F","NGA",2019,"FMLE",0.5,64.1,17.72,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2019M","NGA",2019,"MLE",7.2,61.2,16.06,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2020B","NGA",2020,"BTSX",3.7,NA,NA,"200","650","400","0.37",NA,NA,NA,NA
"NGA2020F","NGA",2020,"FMLE",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2020M","NGA",2020,"MLE",6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2023B","NGA",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2023F","NGA",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2023M","NGA",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2025B","NGA",2025,"BTSX",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2025F","NGA",2025,"FMLE",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA2025M","NGA",2025,"MLE",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2000B","RWA",2000,"BTSX",24.8,47.51,36.7,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2000F","RWA",2000,"FMLE",14.9,49.19,32.27,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2000M","RWA",2000,"MLE",34.6,45.88,41.72,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2005B","RWA",2005,"BTSX",21.3,NA,25.99,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2005F","RWA",2005,"FMLE",12.4,NA,23.93,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2005M","RWA",2005,"MLE",30.2,NA,28.63,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2010B","RWA",2010,"BTSX",18.5,64.44,22.02,NA,NA,"500","0.38",NA,NA,NA,NA
"RWA2010F","RWA",2010,"FMLE",10.3,66.51,20.54,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2010M","RWA",2010,"MLE",26.6,62.31,24.01,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2015B","RWA",2015,"BTSX",15.9,67.69,20.58,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2015F","RWA",2015,"FMLE",8.6,69.82,19.17,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2015M","RWA",2015,"MLE",23.2,65.47,22.35,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2018B","RWA",2018,"BTSX",14.1,NA,20.25,NA,NA,"650","0.56",NA,NA,NA,NA
"RWA2018F","RWA",2018,"FMLE",7.7,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2018M","RWA",2018,"MLE",21.3,NA,21.96,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2019B","RWA",2019,"BTSX",14.1,69.1,20.23,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2019F","RWA",2019,"FMLE",7.4,71.24,18.73,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2019M","RWA",2019,"MLE",20.8,66.88,21.96,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2020B","RWA",2020,"BTSX",13.7,NA,NA,"800","2000","1000","0.64",NA,NA,NA,NA
"RWA2020F","RWA",2020,"FMLE",7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2020M","RWA",2020,"MLE",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2023B","RWA",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2023F","RWA",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2023M","RWA",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2025B","RWA",2025,"BTSX",11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2025F","RWA",2025,"FMLE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA2025M","RWA",2025,"MLE",17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2000B","SEN",2000,"BTSX",14.3,58.6,22.16,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2000F","SEN",2000,"FMLE",1.8,60.32,21.72,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2000M","SEN",2000,"MLE",26.8,56.87,22.67,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2005B","SEN",2005,"BTSX",11.9,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2005F","SEN",2005,"FMLE",1.4,NA,21.55,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2005M","SEN",2005,"MLE",22.4,NA,21.88,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2010B","SEN",2010,"BTSX",9.9,65.47,20.61,NA,NA,"400","0.3",NA,NA,NA,NA
"SEN2010F","SEN",2010,"FMLE",1.1,67.15,20.56,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2010M","SEN",2010,"MLE",18.7,63.67,20.69,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2015B","SEN",2015,"BTSX",8.3,67.2,20.29,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2015F","SEN",2015,"FMLE",0.9,68.77,20.58,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2015M","SEN",2015,"MLE",15.6,65.46,19.95,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2018B","SEN",2018,"BTSX",7.1,NA,19.67,NA,NA,"700","0.38",NA,NA,NA,NA
"SEN2018F","SEN",2018,"FMLE",0.7,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2018M","SEN",2018,"MLE",14,NA,19.26,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2019B","SEN",2019,"BTSX",7.1,68.58,19.53,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2019F","SEN",2019,"FMLE",0.7,70.14,19.86,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2019M","SEN",2019,"MLE",13.5,66.82,19.12,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2020B","SEN",2020,"BTSX",6.9,NA,NA,"700","800","700","0.38",NA,NA,NA,NA
"SEN2020F","SEN",2020,"FMLE",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2020M","SEN",2020,"MLE",13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2023B","SEN",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2023F","SEN",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2023M","SEN",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2025B","SEN",2025,"BTSX",5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2025F","SEN",2025,"FMLE",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN2025M","SEN",2025,"MLE",10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2000B","SLE",2000,"BTSX",43.7,48.73,23.04,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2000F","SLE",2000,"FMLE",23,50.73,21.99,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2000M","SLE",2000,"MLE",64.4,46.77,24.24,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2005B","SLE",2005,"BTSX",32.6,NA,24.33,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2005F","SLE",2005,"FMLE",16.7,NA,23.93,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2005M","SLE",2005,"MLE",48.4,NA,24.81,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2010B","SLE",2010,"BTSX",24.3,54.74,25.8,NA,NA,"1600","0.13",NA,NA,NA,NA
"SLE2010F","SLE",2010,"FMLE",12.2,55.78,26.51,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2010M","SLE",2010,"MLE",36.3,53.65,25.01,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2015B","SLE",2015,"BTSX",18.1,56.94,23.42,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2015F","SLE",2015,"FMLE",8.8,57.93,24.63,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2015M","SLE",2015,"MLE",27.3,55.9,22.06,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2018B","SLE",2018,"BTSX",14.3,NA,23.72,NA,NA,"5000","0.18",NA,NA,NA,NA
"SLE2018F","SLE",2018,"FMLE",7.3,NA,24.99,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2018M","SLE",2018,"MLE",22.9,NA,22.31,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2019B","SLE",2019,"BTSX",14.3,60.77,23.55,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2019F","SLE",2019,"FMLE",6.8,61.9,24.86,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2019M","SLE",2019,"MLE",21.7,59.6,22.1,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2020B","SLE",2020,"BTSX",13.5,NA,NA,"2500","10 000","6000","0.23",NA,NA,NA,NA
"SLE2020F","SLE",2020,"FMLE",6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2020M","SLE",2020,"MLE",20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2023B","SLE",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2023F","SLE",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2023M","SLE",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2025B","SLE",2025,"BTSX",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2025F","SLE",2025,"FMLE",4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE2025M","SLE",2025,"MLE",15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STP2000B","STP",2000,"BTSX",7.8,63.45,22,NA,NA,NA,NA,NA,NA,NA,NA
"STP2000F","STP",2000,"FMLE",3.9,64.31,22.85,NA,NA,NA,NA,NA,NA,NA,NA
"STP2000M","STP",2000,"MLE",11.7,62.55,21.04,NA,NA,NA,NA,NA,NA,NA,NA
"STP2005B","STP",2005,"BTSX",7.2,NA,21.31,NA,NA,NA,NA,NA,NA,NA,NA
"STP2005F","STP",2005,"FMLE",3,NA,21.68,NA,NA,NA,NA,NA,NA,NA,NA
"STP2005M","STP",2005,"MLE",11.3,NA,20.88,NA,NA,NA,NA,NA,NA,NA,NA
"STP2010B","STP",2010,"BTSX",6.6,68.24,21.45,NA,NA,"20 000","0.25",NA,NA,NA,NA
"STP2010F","STP",2010,"FMLE",2.3,69.55,21.5,NA,NA,NA,NA,NA,NA,NA,NA
"STP2010M","STP",2010,"MLE",10.8,66.89,21.44,NA,NA,NA,NA,NA,NA,NA,NA
"STP2015B","STP",2015,"BTSX",6.2,69.6,21.15,NA,NA,NA,NA,NA,NA,NA,NA
"STP2015F","STP",2015,"FMLE",1.8,71.12,20.77,NA,NA,NA,NA,NA,NA,NA,NA
"STP2015M","STP",2015,"MLE",10.5,68.05,21.54,NA,NA,NA,NA,NA,NA,NA,NA
"STP2018B","STP",2018,"BTSX",5.8,NA,21.1,NA,NA,"25","0.4",NA,NA,NA,NA
"STP2018F","STP",2018,"FMLE",1.5,NA,20.51,NA,NA,NA,NA,NA,NA,NA,NA
"STP2018M","STP",2018,"MLE",10.2,NA,21.81,NA,NA,NA,NA,NA,NA,NA,NA
"STP2019B","STP",2019,"BTSX",5.8,70.42,20.97,NA,NA,NA,NA,NA,NA,NA,NA
"STP2019F","STP",2019,"FMLE",1.4,71.99,20.37,NA,NA,NA,NA,NA,NA,NA,NA
"STP2019M","STP",2019,"MLE",10.1,68.79,21.73,NA,NA,NA,NA,NA,NA,NA,NA
"STP2020B","STP",2020,"BTSX",5.7,NA,NA,"30","40","30","0.34",NA,NA,NA,NA
"STP2020F","STP",2020,"FMLE",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STP2020M","STP",2020,"MLE",10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STP2023B","STP",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STP2023F","STP",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STP2023M","STP",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STP2025B","STP",2025,"BTSX",5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STP2025F","STP",2025,"FMLE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STP2025M","STP",2025,"MLE",9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2000B","SWZ",2000,"BTSX",12.3,47.05,37.9,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2000F","SWZ",2000,"FMLE",5.1,49.44,31.07,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2000M","SWZ",2000,"MLE",19.5,44.81,45.76,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2005B","SWZ",2005,"BTSX",11.4,NA,46.47,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2005F","SWZ",2005,"FMLE",3.9,NA,40.12,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2005M","SWZ",2005,"MLE",18.8,NA,53.52,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2010B","SWZ",2010,"BTSX",10.5,47.43,45.8,NA,NA,"27.5","0.45",NA,NA,NA,NA
"SWZ2010F","SWZ",2010,"FMLE",3,50.76,36.92,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2010M","SWZ",2010,"MLE",18,44.86,54.61,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2015B","SWZ",2015,"BTSX",9.8,54.05,37.99,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2015F","SWZ",2015,"FMLE",2.3,58.71,28.02,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2015M","SWZ",2015,"MLE",17.3,50.25,47.57,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2018B","SWZ",2018,"BTSX",9.3,NA,35.07,NA,NA,"38.4","0.53",NA,NA,NA,NA
"SWZ2018F","SWZ",2018,"FMLE",2,NA,23.67,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2018M","SWZ",2018,"MLE",16.8,NA,45.35,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2019B","SWZ",2019,"BTSX",9.3,57.73,35.24,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2019F","SWZ",2019,"FMLE",1.9,63.18,24.11,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2019M","SWZ",2019,"MLE",16.7,53.36,45.16,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2020B","SWZ",2020,"BTSX",9.2,NA,NA,NA,NA,"43","0.54",NA,NA,NA,NA
"SWZ2020F","SWZ",2020,"FMLE",1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2020M","SWZ",2020,"MLE",16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2023B","SWZ",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2023F","SWZ",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2023M","SWZ",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2025B","SWZ",2025,"BTSX",8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2025F","SWZ",2025,"FMLE",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ2025M","SWZ",2025,"MLE",15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2000B","SYC",2000,"BTSX",28.7,71.87,24.13,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2000F","SYC",2000,"FMLE",14.2,76.28,17.37,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2000M","SYC",2000,"MLE",43.2,67.81,31.16,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2005B","SYC",2005,"BTSX",26.2,NA,23.75,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2005F","SYC",2005,"FMLE",11.6,NA,16.96,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2005M","SYC",2005,"MLE",40.7,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2010B","SYC",2010,"BTSX",24,73.01,21.2,NA,NA,"74","0.68",NA,NA,NA,NA
"SYC2010F","SYC",2010,"FMLE",9.5,76.84,15.19,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2010M","SYC",2010,"MLE",38.4,69.57,26.69,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2015B","SYC",2015,"BTSX",22.1,73.2,20.93,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2015F","SYC",2015,"FMLE",7.8,76.83,15.27,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2015M","SYC",2015,"MLE",36.3,69.95,26.12,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2018B","SYC",2018,"BTSX",20.6,NA,21,NA,NA,"117","0.7",NA,NA,NA,NA
"SYC2018F","SYC",2018,"FMLE",6.9,NA,15.24,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2018M","SYC",2018,"MLE",34.6,NA,26.41,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2019B","SYC",2019,"BTSX",20.6,73.34,21.11,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2019F","SYC",2019,"FMLE",6.6,77.15,15.15,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2019M","SYC",2019,"MLE",34.6,69.98,26.73,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2020B","SYC",2020,"BTSX",20.2,NA,NA,"130","160","130","0.7",NA,NA,NA,NA
"SYC2020F","SYC",2020,"FMLE",6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2020M","SYC",2020,"MLE",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2023B","SYC",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2023F","SYC",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2023M","SYC",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2025B","SYC",2025,"BTSX",18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2025F","SYC",2025,"FMLE",5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC2025M","SYC",2025,"MLE",32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCD2000B","TCD",2000,"BTSX",13.9,51.08,24.62,NA,NA,NA,NA,NA,NA,NA,NA
"TCD2000F","TCD",2000,"FMLE",6.3,52.98,22.55,NA,NA,NA,NA,NA,NA,NA,NA
"TCD2000M","TCD",2000,"MLE",21.4,49.26,26.87,NA,NA,NA,NA,NA,NA,NA,NA
"TCD2005B","TCD",2005,"BTSX",12.2,NA,24.43,NA,NA,NA,NA,NA,NA,NA,NA
"TCD2005F","TCD",2005,"FMLE",5.1,NA,22.84,NA,NA,NA,NA,NA,NA,NA,NA
"TCD2005M","TCD",2005,"MLE",19.3,NA,26.14,NA,NA,NA,NA,NA,NA,NA,NA
"TCD2010B","TCD",2010,"BTSX",10.7,55.65,24.67,NA,NA,"500","0.25",NA,NA,NA,NA
"TCD2010F","TCD",2010,"FMLE",4.1,57.43,23.66,NA,NA,NA,NA,NA,NA,NA,NA
"TCD2010M","TCD",2010,"MLE",17.2,53.93,25.77,NA,NA,NA,NA,NA,NA,NA,NA
