"ID","CountryCode","Year","GenderCode","TobaccoPrevalence","LifeExpectancy","Mortality","LowestPricEstTobacco","PremiumPricEstTobacco","MediumPriceEstTobacco","TotalTax","cost_mean","MediumPriceEstTobacco_who","AveragePrev","TobaccoPrevalence_who"
"BDI2020B","BDI",2020,"BTSX",11.8,NA,NA,"2000",NA,"2000","0.37",NA,NA,NA,NA
"BDI2020F","BDI",2020,"FMLE",6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BDI2020M","BDI",2020,"MLE",17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BDI2023B","BDI",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BDI2023F","BDI",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BDI2023M","BDI",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BDI2025B","BDI",2025,"BTSX",9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BDI2025F","BDI",2025,"FMLE",4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BDI2025M","BDI",2025,"MLE",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2000B","BEN",2000,"BTSX",16.7,56.59,25.32,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2000F","BEN",2000,"FMLE",5.1,58.77,22.8,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2000M","BEN",2000,"MLE",28.3,54.31,28.53,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2005B","BEN",2005,"BTSX",13.4,NA,24.87,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2005F","BEN",2005,"FMLE",4,NA,22.29,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2005M","BEN",2005,"MLE",22.7,NA,28.06,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2010B","BEN",2010,"BTSX",10.7,60.47,24.12,NA,NA,"500","0.12",NA,NA,NA,NA
"BEN2010F","BEN",2010,"FMLE",3.1,62.88,21.78,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2010M","BEN",2010,"MLE",18.3,58.03,26.97,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2015B","BEN",2015,"BTSX",8.6,61.96,23.49,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2015F","BEN",2015,"FMLE",2.4,64.25,21.49,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2015M","BEN",2015,"MLE",14.7,59.66,25.86,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2018B","BEN",2018,"BTSX",7.2,NA,22.9,NA,NA,"500","0.05",NA,NA,NA,NA
"BEN2018F","BEN",2018,"FMLE",2.1,NA,21.13,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2018M","BEN",2018,"MLE",12.9,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2019B","BEN",2019,"BTSX",7.2,63.43,22.62,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2019F","BEN",2019,"FMLE",2,65.66,20.95,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2019M","BEN",2019,"MLE",12.3,61.19,24.49,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2020B","BEN",2020,"BTSX",6.9,NA,NA,"450","950","500","0.1",NA,NA,NA,NA
"BEN2020F","BEN",2020,"FMLE",1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2020M","BEN",2020,"MLE",11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2023B","BEN",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2023F","BEN",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2023M","BEN",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2025B","BEN",2025,"BTSX",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2025F","BEN",2025,"FMLE",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2025M","BEN",2025,"MLE",9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2000B","BFA",2000,"BTSX",29.8,51.64,25.68,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2000F","BFA",2000,"FMLE",22.7,53.14,24.32,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2000M","BFA",2000,"MLE",36.9,49.92,27.71,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2005B","BFA",2005,"BTSX",24.7,NA,25.33,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2005F","BFA",2005,"FMLE",16.6,NA,23.91,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2005M","BFA",2005,"MLE",32.8,NA,27.45,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2010B","BFA",2010,"BTSX",20.5,58.59,25.06,NA,NA,"500","0.32",NA,NA,NA,NA
"BFA2010F","BFA",2010,"FMLE",12.2,60.79,22.98,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2010M","BFA",2010,"MLE",28.7,56.19,27.99,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2015B","BFA",2015,"BTSX",17,60.92,24.82,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2015F","BFA",2015,"FMLE",8.8,63.45,22.67,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2015M","BFA",2015,"MLE",25.2,58.24,27.75,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2018B","BFA",2018,"BTSX",14.9,NA,24.23,NA,NA,"750","0.42",NA,NA,NA,NA
"BFA2018F","BFA",2018,"FMLE",7.3,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2018M","BFA",2018,"MLE",23.3,NA,26.82,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2019B","BFA",2019,"BTSX",14.9,62.7,23.93,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2019F","BFA",2019,"FMLE",6.9,65.23,22.08,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2019M","BFA",2019,"MLE",22.8,60.06,26.4,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2020B","BFA",2020,"BTSX",14.3,NA,NA,"600","900","750","0.44",NA,NA,NA,NA
"BFA2020F","BFA",2020,"FMLE",6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2020M","BFA",2020,"MLE",22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2023B","BFA",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2023F","BFA",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2023M","BFA",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2025B","BFA",2025,"BTSX",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2025F","BFA",2025,"FMLE",4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2025M","BFA",2025,"MLE",19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2000B","BWA",2000,"BTSX",33.2,45.59,38.37,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2000F","BWA",2000,"FMLE",27.6,47.77,27.44,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2000M","BWA",2000,"MLE",38.7,43.9,48.75,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2005B","BWA",2005,"BTSX",28.5,NA,36.75,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2005F","BWA",2005,"FMLE",20.4,NA,28.69,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2005M","BWA",2005,"MLE",36.5,NA,45.21,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2010B","BWA",2010,"BTSX",24.8,58.14,31.3,NA,NA,"18","0.55",NA,NA,NA,NA
"BWA2010F","BWA",2010,"FMLE",15.2,61.36,24.58,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2010M","BWA",2010,"MLE",34.3,55.14,38.57,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2015B","BWA",2015,"BTSX",21.7,60.93,29.66,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2015F","BWA",2015,"FMLE",11.2,63.93,25.2,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2015M","BWA",2015,"MLE",32.1,57.83,35.12,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2018B","BWA",2018,"BTSX",19.8,NA,28.19,NA,NA,"38.95","0.5",NA,NA,NA,NA
"BWA2018F","BWA",2018,"FMLE",9.3,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2018M","BWA",2018,"MLE",30.9,NA,33.69,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2019B","BWA",2019,"BTSX",19.8,62.25,27.03,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2019F","BWA",2019,"FMLE",8.9,65.46,22.66,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2019M","BWA",2019,"MLE",30.7,58.95,32.68,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2020B","BWA",2020,"BTSX",19.4,NA,NA,NA,"50.95","49.5","0.52",NA,NA,NA,NA
"BWA2020F","BWA",2020,"FMLE",8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2020M","BWA",2020,"MLE",30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2023B","BWA",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2023F","BWA",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2023M","BWA",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2025B","BWA",2025,"BTSX",17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2025F","BWA",2025,"FMLE",6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWA2025M","BWA",2025,"MLE",28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2000B","CIV",2000,"BTSX",18.7,50.33,28.07,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2000F","CIV",2000,"FMLE",2.8,52.31,22.9,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2000M","CIV",2000,"MLE",34.5,48.94,32.03,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2005B","CIV",2005,"BTSX",15.8,NA,26.43,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2005F","CIV",2005,"FMLE",2.1,NA,21.99,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2005M","CIV",2005,"MLE",29.4,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2010B","CIV",2010,"BTSX",13.2,56.62,26.05,NA,NA,"700","0.25",NA,NA,NA,NA
"CIV2010F","CIV",2010,"FMLE",1.5,58.94,23.22,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2010M","CIV",2010,"MLE",24.9,54.81,28.3,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2015B","CIV",2015,"BTSX",11.1,60.2,23.59,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2015F","CIV",2015,"FMLE",1.1,62.96,20.9,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2015M","CIV",2015,"MLE",21.1,57.98,25.78,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2018B","CIV",2018,"BTSX",9.7,NA,22.01,NA,NA,"700","0.33",NA,NA,NA,NA
"CIV2018F","CIV",2018,"FMLE",1,NA,19.68,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2018M","CIV",2018,"MLE",19,NA,23.99,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2019B","CIV",2019,"BTSX",9.7,62.92,21.71,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2019F","CIV",2019,"FMLE",0.9,65.81,19.47,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2019M","CIV",2019,"MLE",18.5,60.53,23.62,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2020B","CIV",2020,"BTSX",9.4,NA,NA,"650","1000","700","0.35",NA,NA,NA,NA
"CIV2020F","CIV",2020,"FMLE",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2020M","CIV",2020,"MLE",17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2023B","CIV",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2023F","CIV",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2023M","CIV",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2025B","CIV",2025,"BTSX",7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2025F","CIV",2025,"FMLE",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIV2025M","CIV",2025,"MLE",15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2000B","CMR",2000,"BTSX",12.8,52.82,27.98,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2000F","CMR",2000,"FMLE",4.2,54.35,25.6,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2000M","CMR",2000,"MLE",21.4,51.34,30.64,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2005B","CMR",2005,"BTSX",11.2,NA,28.68,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2005F","CMR",2005,"FMLE",3.2,NA,26.02,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2005M","CMR",2005,"MLE",19.1,NA,31.62,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2010B","CMR",2010,"BTSX",9.7,56.58,27.35,NA,NA,"500","0.31",NA,NA,NA,NA
"CMR2010F","CMR",2010,"FMLE",2.4,58.09,24.84,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2010M","CMR",2010,"MLE",16.9,55.09,30.12,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2015B","CMR",2015,"BTSX",8.4,59.11,25.55,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2015F","CMR",2015,"FMLE",1.9,60.99,23.7,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2015M","CMR",2015,"MLE",14.9,57.29,27.62,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2018B","CMR",2018,"BTSX",7.5,NA,24.1,NA,NA,"600","0.42",NA,NA,NA,NA
"CMR2018F","CMR",2018,"FMLE",1.6,NA,22.37,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2018M","CMR",2018,"MLE",13.9,NA,26.01,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2019B","CMR",2019,"BTSX",7.5,62.36,23.92,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2019F","CMR",2019,"FMLE",1.5,64.5,22.32,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2019M","CMR",2019,"MLE",13.5,60.29,25.69,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2020B","CMR",2020,"BTSX",7.3,NA,NA,"500","1000","700","0.43",NA,NA,NA,NA
"CMR2020F","CMR",2020,"FMLE",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2020M","CMR",2020,"MLE",13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2023B","CMR",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2023F","CMR",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2023M","CMR",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2025B","CMR",2025,"BTSX",6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2025F","CMR",2025,"FMLE",1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR2025M","CMR",2025,"MLE",11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD2000B","COD",2000,"BTSX",18.8,52.44,27.99,NA,NA,NA,NA,NA,NA,NA,NA
"COD2000F","COD",2000,"FMLE",8,54.49,24.9,NA,NA,NA,NA,NA,NA,NA,NA
"COD2000M","COD",2000,"MLE",29.6,50.46,31.46,NA,NA,NA,NA,NA,NA,NA,NA
"COD2005B","COD",2005,"BTSX",16.9,NA,27.46,NA,NA,NA,NA,NA,NA,NA,NA
"COD2005F","COD",2005,"FMLE",6.2,NA,25.43,NA,NA,NA,NA,NA,NA,NA,NA
"COD2005M","COD",2005,"MLE",27.5,NA,29.74,NA,NA,NA,NA,NA,NA,NA,NA
"COD2010B","COD",2010,"BTSX",15.4,57.51,26.69,NA,NA,"700","0.28",NA,NA,NA,NA
"COD2010F","COD",2010,"FMLE",4.8,59.42,24.75,NA,NA,NA,NA,NA,NA,NA,NA
"COD2010M","COD",2010,"MLE",26,55.65,28.82,NA,NA,NA,NA,NA,NA,NA,NA
"COD2015B","COD",2015,"BTSX",14,60.44,24.26,NA,NA,NA,NA,NA,NA,NA,NA
"COD2015F","COD",2015,"FMLE",3.8,62.73,22.46,NA,NA,NA,NA,NA,NA,NA,NA
"COD2015M","COD",2015,"MLE",24.2,58.25,26.22,NA,NA,NA,NA,NA,NA,NA,NA
"COD2018B","COD",2018,"BTSX",13,NA,24.08,NA,NA,"1250","0.39",NA,NA,NA,NA
"COD2018F","COD",2018,"FMLE",3.2,NA,22.21,NA,NA,NA,NA,NA,NA,NA,NA
"COD2018M","COD",2018,"MLE",23.2,NA,26.09,NA,NA,NA,NA,NA,NA,NA,NA
"COD2019B","COD",2019,"BTSX",13,62.35,24.05,NA,NA,NA,NA,NA,NA,NA,NA
"COD2019F","COD",2019,"FMLE",3.1,64.82,22.24,NA,NA,NA,NA,NA,NA,NA,NA
"COD2019M","COD",2019,"MLE",22.9,60,25.98,NA,NA,NA,NA,NA,NA,NA,NA
"COD2020B","COD",2020,"BTSX",12.8,NA,NA,"1000","2500","1000","0.52",NA,NA,NA,NA
"COD2020F","COD",2020,"FMLE",2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD2020M","COD",2020,"MLE",22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD2023B","COD",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD2023F","COD",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD2023M","COD",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD2025B","COD",2025,"BTSX",11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD2025F","COD",2025,"FMLE",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD2025M","COD",2025,"MLE",21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG2000B","COG",2000,"BTSX",11.9,52.12,35.68,NA,NA,NA,NA,NA,NA,NA,NA
"COG2000F","COG",2000,"FMLE",5.6,52.58,34.64,NA,NA,NA,NA,NA,NA,NA,NA
"COG2000M","COG",2000,"MLE",18.2,51.54,37.11,NA,NA,NA,NA,NA,NA,NA,NA
"COG2005B","COG",2005,"BTSX",12.2,NA,29.78,NA,NA,NA,NA,NA,NA,NA,NA
"COG2005F","COG",2005,"FMLE",4.4,NA,30.62,NA,NA,NA,NA,NA,NA,NA,NA
"COG2005M","COG",2005,"MLE",19.9,NA,28.88,NA,NA,NA,NA,NA,NA,NA,NA
"COG2010B","COG",2010,"BTSX",12.8,60.95,27.57,NA,NA,"500","0.32",NA,NA,NA,NA
"COG2010F","COG",2010,"FMLE",3.4,60.85,28.77,NA,NA,NA,NA,NA,NA,NA,NA
"COG2010M","COG",2010,"MLE",22.2,60.99,26.28,NA,NA,NA,NA,NA,NA,NA,NA
"COG2015B","COG",2015,"BTSX",13.5,63.11,24.6,NA,NA,NA,NA,NA,NA,NA,NA
"COG2015F","COG",2015,"FMLE",2.7,63.59,25.45,NA,NA,NA,NA,NA,NA,NA,NA
"COG2015M","COG",2015,"MLE",24.3,62.56,23.74,NA,NA,NA,NA,NA,NA,NA,NA
"COG2018B","COG",2018,"BTSX",14.3,NA,23.05,NA,NA,"650","0.37",NA,NA,NA,NA
"COG2018F","COG",2018,"FMLE",2.3,NA,23.27,NA,NA,NA,NA,NA,NA,NA,NA
"COG2018M","COG",2018,"MLE",25.8,NA,22.89,NA,NA,NA,NA,NA,NA,NA,NA
"COG2019B","COG",2019,"BTSX",14.3,64.74,22.6,NA,NA,NA,NA,NA,NA,NA,NA
"COG2019F","COG",2019,"FMLE",2.2,65.61,22.32,NA,NA,NA,NA,NA,NA,NA,NA
"COG2019M","COG",2019,"MLE",26.4,63.81,22.96,NA,NA,NA,NA,NA,NA,NA,NA
"COG2020B","COG",2020,"BTSX",14.5,NA,NA,"500","1000","750","0.27",NA,NA,NA,NA
"COG2020F","COG",2020,"FMLE",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG2020M","COG",2020,"MLE",26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG2023B","COG",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG2023F","COG",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG2023M","COG",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG2025B","COG",2025,"BTSX",15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG2025F","COG",2025,"FMLE",1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG2025M","COG",2025,"MLE",29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM2000B","COM",2000,"BTSX",39.5,61.51,25.28,NA,NA,NA,NA,NA,NA,NA,NA
"COM2000F","COM",2000,"FMLE",37.9,62.86,24.96,NA,NA,NA,NA,NA,NA,NA,NA
"COM2000M","COM",2000,"MLE",41.1,60.15,25.71,NA,NA,NA,NA,NA,NA,NA,NA
"COM2005B","COM",2005,"BTSX",32.8,NA,22.35,NA,NA,NA,NA,NA,NA,NA,NA
"COM2005F","COM",2005,"FMLE",27.8,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA
"COM2005M","COM",2005,"MLE",37.8,NA,22.13,NA,NA,NA,NA,NA,NA,NA,NA
"COM2010B","COM",2010,"BTSX",27.7,64.98,21.26,NA,NA,"500","0.51",NA,NA,NA,NA
"COM2010F","COM",2010,"FMLE",20.5,66.35,21.35,NA,NA,NA,NA,NA,NA,NA,NA
"COM2010M","COM",2010,"MLE",34.8,63.6,21.19,NA,NA,NA,NA,NA,NA,NA,NA
"COM2015B","COM",2015,"BTSX",23.5,66.45,21.36,NA,NA,NA,NA,NA,NA,NA,NA
"COM2015F","COM",2015,"FMLE",15,67.84,21.35,NA,NA,NA,NA,NA,NA,NA,NA
"COM2015M","COM",2015,"MLE",32,65.07,21.41,NA,NA,NA,NA,NA,NA,NA,NA
"COM2018B","COM",2018,"BTSX",20.8,NA,20.75,NA,NA,"400","0.71",NA,NA,NA,NA
"COM2018F","COM",2018,"FMLE",12.5,NA,20.71,NA,NA,NA,NA,NA,NA,NA,NA
"COM2018M","COM",2018,"MLE",30.5,NA,20.82,NA,NA,NA,NA,NA,NA,NA,NA
"COM2019B","COM",2019,"BTSX",20.8,67.39,20.62,NA,NA,NA,NA,NA,NA,NA,NA
"COM2019F","COM",2019,"FMLE",11.7,68.88,20.57,NA,NA,NA,NA,NA,NA,NA,NA
"COM2019M","COM",2019,"MLE",29.9,65.92,20.71,NA,NA,NA,NA,NA,NA,NA,NA
"COM2020B","COM",2020,"BTSX",20.3,NA,NA,"400","1500","400","0.74",NA,NA,NA,NA
"COM2020F","COM",2020,"FMLE",11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM2020M","COM",2020,"MLE",29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM2023B","COM",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM2023F","COM",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM2023M","COM",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM2025B","COM",2025,"BTSX",17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM2025F","COM",2025,"FMLE",8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM2025M","COM",2025,"MLE",26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2000B","CPV",2000,"BTSX",20.6,70.97,16.87,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2000F","CPV",2000,"FMLE",13.3,74.61,13.71,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2000M","CPV",2000,"MLE",27.9,66.89,21.27,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2005B","CPV",2005,"BTSX",17.8,NA,16.43,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2005F","CPV",2005,"FMLE",10.6,NA,12.87,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2005M","CPV",2005,"MLE",24.9,NA,21.37,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2010B","CPV",2010,"BTSX",15.2,74.12,14.82,NA,NA,"180","0.1",NA,NA,NA,NA
"CPV2010F","CPV",2010,"FMLE",8.4,77.27,12.54,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2010M","CPV",2010,"MLE",21.9,70.83,17.59,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2015B","CPV",2015,"BTSX",13.1,74.88,14.83,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2015F","CPV",2015,"FMLE",6.7,77.59,12.85,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2015M","CPV",2015,"MLE",19.5,72.18,17.11,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2018B","CPV",2018,"BTSX",11.7,NA,17.58,NA,NA,"180","0.11",NA,NA,NA,NA
"CPV2018F","CPV",2018,"FMLE",5.9,NA,12.83,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2018M","CPV",2018,"MLE",18.2,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2019B","CPV",2019,"BTSX",11.7,74.03,17.44,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2019F","CPV",2019,"FMLE",5.6,77.94,12.69,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2019M","CPV",2019,"MLE",17.7,69.9,23.17,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2020B","CPV",2020,"BTSX",11.4,NA,NA,"135","350","250","0.19",NA,NA,NA,NA
"CPV2020F","CPV",2020,"FMLE",5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2020M","CPV",2020,"MLE",17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2023B","CPV",2023,"BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2023F","CPV",2023,"FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2023M","CPV",2023,"MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2025B","CPV",2025,"BTSX",9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2025F","CPV",2025,"FMLE",4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPV2025M","CPV",2025,"MLE",15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
